x0,x1,u0,u1
0.5,0.07213930348258707,0.1466118489067253,-0.002402956551412104
0.5,0.07462686567164178,0.14647029374220963,-0.0024981917303687337
0.5,0.07711442786069651,0.14632448565514933,-0.002594633471585485
0.5,0.07960199004975124,0.14617447636575376,-0.002692313617819639
0.5,0.08208955223880597,0.1460203188435003,-0.0027912632481843667
0.5,0.0845771144278607,0.14586206726793674,-0.0028915126627697624
0.5,0.08706467661691542,0.14569977698883643,-0.002993091368046633
0.5,0.08955223880597014,0.14553350448575636,-0.0030960280630629965
0.5,0.09203980099502487,0.14536330732704444,-0.003200350626442111
0.5,0.0945273631840796,0.14518924412834588,-0.003306086104189707
0.5,0.09701492537313433,0.1450113745106571,-0.003413260698316929
0.5,0.09950248756218905,0.14482975905797624,-0.0035218997562842906
0.5,0.10199004975124377,0.14464445927459882,-0.0036320277612709555
0.5,0.1044776119402985,0.1444555375421078,-0.0037436683232722244
0.5,0.10696517412935323,0.1442630570761068,-0.0038568441710272383
0.5,0.10945273631840796,0.14406708188274453,-0.0039715771447775845
0.5,0.11194029850746269,0.14386767671507886,-0.004087888189856418
0.5,0.1144278606965174,0.14366490702932871,-0.004205797351106561
0.5,0.11691542288557213,0.14345883894106012,-0.004325323768125
0.5,0.11940298507462686,0.14324953918135458,-0.004446485671329993
0.5,0.12189054726368159,0.14303707505300453,-0.004569300378846021
0.5,0.12437810945273632,0.1428215143867829,-0.004693784294200689
0.5,0.12686567164179105,0.14260292549783027,-0.004819952904826719
0.5,0.12935323383084577,0.1423813771422048,-0.004947820781361023
0.5,0.1318407960199005,0.14215693847363697,-0.005077401577732066
0.5,0.13432835820895522,0.14192967900053258,-0.00520870803202554
0.5,0.13681592039800994,0.14169966854326418,-0.005341751968117595
0.5,0.13930348258706468,0.14146697719179227,-0.0054765442980639015
0.5,0.1417910447761194,0.1412316752636541,-0.005613095025231938
0.5,0.14427860696517414,0.14099383326236004,-0.005751413248163084
0.5,0.14676616915422885,0.14075352183623227,-0.0058915071651502865
0.5,0.14925373134328357,0.14051081173772315,-0.0060333840795162765
0.5,0.1517412935323383,0.1402657737832471,-0.006177050405576593
0.5,0.15422885572139303,0.140018478813559,-0.006322511675270939
0.5,0.15671641791044777,0.13976899765471146,-0.006469772545445854
0.5,0.15920398009950248,0.13951740107962093,-0.006618836805770835
0.5,0.1616915422885572,0.13926375977027233,-0.006769707387269747
0.5,0.16417910447761194,0.13900814428058983,-0.0069223863714485325
0.5,0.16666666666666666,0.138750625,-0.007076874999999998
0.5,0.1691542288557214,0.13849127211771256,-0.0072331736850657635
0.5,0.17164179104477612,0.13823015558774202,-0.007391282020035193
0.5,0.17412935323383083,0.1379673450946926,-0.007551198790860726
0.5,0.17661691542288557,0.13770291002032692,-0.007712921987868623
0.5,0.1791044776119403,0.13743691941093764,-0.0078764488180439
0.5,0.18159203980099503,0.13716944194554,-0.008041775717768006
0.5,0.18407960199004975,0.13690054590490155,-0.008208898365987465
0.5,0.18656716417910446,0.13663029914142336,-0.008377811697791778
0.5,0.1890547263681592,0.13635876904988753,-0.00854850991837835
0.5,0.19154228855721392,0.1360860225390819,-0.008720986517382566
0.5,0.19402985074626866,0.13581212600431228,-0.008895234283550784
0.5,0.19651741293532338,0.13553714530081332,-0.009071245319734052
0.5,0.1990049751243781,0.13526114571806364,-0.009249011058180552
0.5,0.20149253731343283,0.134984191955013,-0.009428522276104544
0.5,0.20398009950248755,0.13470634809622714,-0.009609769111509946
0.5,0.2064676616915423,0.1344276775889527,-0.009792741079246667
0.5,0.208955223880597,0.13414824322110605,-0.009977427087278012
0.5,0.21144278606965175,0.1338681071001876,-0.010163815453137711
0.5,0.21393034825870647,0.13358733063312006,-0.010351893920555237
0.5,0.21641791044776118,0.13330597450701212,-0.010541649676228521
0.5,0.21890547263681592,0.13302409867084306,-0.01073306936672328
0.5,0.22139303482587064,0.13274176231806675,-0.010926139115478552
0.5,0.22388059701492538,0.13245902387012937,-0.011120844539898438
0.5,0.2263681592039801,0.13217594096089674,-0.01131717076851032
0.5,0.2288557213930348,0.1318925704219833,-0.0115151024581702
0.5,0.23134328358208955,0.13160896826897697,-0.01171462381129637
0.5,0.23383084577114427,0.1313251896885506,-0.011915718593112816
0.5,0.236318407960199,0.13104128902645076,-0.012118370148884432
0.5,0.23880597014925373,0.13075731977635463,-0.012322561421126414
0.5,0.24129353233830844,0.13047333456958346,-0.012528274966770798
0.5,0.24378109452736318,0.13018938516566086,-0.01273549297427355
0.5,0.2462686567164179,0.12990552244370454,-0.012944197280646105
0.5,0.24875621890547264,0.12962179639463728,-0.013154369388395839
0.5,0.2512437810945274,0.1293382561142045,-0.013365990482360455
0.5,0.2537313432835821,0.12905494979678325,-0.013579041446421723
0.5,0.2562189054726368,0.12877192472996882,-0.013793502880084777
0.5,0.25870646766169153,0.1284892272899225,-0.014009355114909399
0.5,0.26119402985074625,0.12820690293746576,-0.01422657823078067
0.5,0.263681592039801,0.12792499621490358,-0.014445152072006577
0.5,0.26616915422885573,0.12764355074356132,-0.014665056263230888
0.5,0.26865671641791045,0.12736260922201695,-0.014886270225150282
0.5,0.27114427860696516,0.12708221342501247,-0.015108773190025038
0.5,0.2736318407960199,0.12680240420302552,-0.01533254421697334
0.5,0.27611940298507465,0.12652322148248518,-0.015557562207039724
0.5,0.27860696517412936,0.1262447042666114,-0.015783805918028873
0.5,0.2810945273631841,0.12596689063686234,-0.01601125397909635
0.5,0.2835820895522388,0.12568981775496907,-0.016239884905088507
0.5,0.2860696517412935,0.12541352186554025,-0.016469677110624414
0.5,0.2885572139303483,0.12513803829921807,-0.016700608923913063
0.5,0.291044776119403,0.12486340147636617,-0.01693265860029964
0.5,0.2935323383084577,0.12458964491127122,-0.017165804335535433
0.5,0.2960199004975124,0.12431680121683973,-0.01740002427876597
0.5,0.29850746268656714,0.12404490210977068,-0.01763529654523301
0.5,0.3009950248756219,0.12377397841618608,-0.017871599228686152
0.5,0.3034825870646766,0.12350406007770029,-0.018108910413500462
0.5,0.30597014925373134,0.1232351761579101,-0.018347208186496943
0.5,0.30845771144278605,0.12296735484928736,-0.018586470648463117
0.5,0.31094527363184077,0.12270062348045514,-0.018826675925371537
0.5,0.31343283582089554,0.12243500852383066,-0.01906780217929433
0.5,0.31592039800995025,0.12217053560361636,-0.019309827619012426
0.5,0.31840796019900497,0.12190722950412154,-0.019552730510318486
0.5,0.3208955223880597,0.12164511417839796,-0.019796489186012883
0.5,0.3233830845771144,0.12138421275717114,-0.020041082055592636
0.5,0.32587064676616917,0.1211245475580514,-0.020286487614633364
0.5,0.3283582089552239,0.12086614009500787,-0.020532684453864827
0.5,0.3308457711442786,0.12060901108808889,-0.020779651267940916
0.5,0.3333333333333333,0.12035318047337279,-0.021027366863905324
0.5,0.33582089552238803,0.12009866741313398,-0.021275810169354266
0.5,0.3383084577114428,0.11984549030620809,-0.021524960240298263
0.5,0.3407960199004975,0.11959366679854154,-0.021774796268724878
0.5,0.34328358208955223,0.1193432137939111,-0.02202529758986495
0.5,0.34577114427860695,0.11909414746479834,-0.022276443689164812
0.5,0.34825870646766166,0.11884648326340563,-0.02252821420896743
0.5,0.35074626865671643,0.11860023593279957,-0.022780588954905583
0.5,0.35323383084577115,0.11835541951816865,-0.02303354790201033
0.5,0.35572139303482586,0.11811204737818229,-0.02328707120053843
0.5,0.3582089552238806,0.11787013219643844,-0.023541139181522223
0.5,0.3606965174129353,0.11762968599298763,-0.02379573236204611
0.5,0.36318407960199006,0.11739072013592165,-0.024050831450253475
0.5,0.3656716417910448,0.1171532453530153,-0.024306417350088462
0.5,0.3681592039800995,0.11691727174340982,-0.02456247116577686
0.5,0.3706467661691542,0.11668280878932798,-0.024818974206050597
0.5,0.3731343283582089,0.1164498653678092,-0.025075907988120462
0.5,0.3756218905472637,0.11621844976245631,-0.025333254241401863
0.5,0.3781094527363184,0.11598856967518249,-0.025590994910998324
0.5,0.3805970149253731,0.11576023223795061,-0.025849112160947686
0.5,0.38308457711442784,0.11553344402449502,-0.026107588377236004
0.5,0.38557213930348255,0.11530821106201769,-0.026366406170584174
0.5,0.3880597014925373,0.11508453884285019,-0.02662554837901248
0.5,0.39054726368159204,0.11486243233607411,-0.02688499807018798
0.5,0.39303482587064675,0.11464189599909132,-0.02714473854356035
0.5,0.39552238805970147,0.11442293378913837,-0.02740475333229099
0.5,0.3980099502487562,0.1142055491747365,-0.02766502620498089
0.5,0.40049751243781095,0.11398974514707205,-0.02792554116720248
0.5,0.40298507462686567,0.11377552423130037,-0.028186282462840752
0.5,0.4054726368159204,0.1135628884977672,-0.028447234575248823
0.5,0.4079601990049751,0.1133518395731425,-0.028708382228223445
0.5,0.41044776119402987,0.11314237865146076,-0.02896971038680541
0.5,0.4129353233830846,0.11293450650506318,-0.02923120425791042
0.5,0.4154228855721393,0.11272822349543701,-0.029492849290795355
0.5,0.417910447761194,0.11252352958394718,-0.029754631177365327
0.5,0.42039800995024873,0.11232042434245684,-0.030016535852326533
0.5,0.4228855721393035,0.11211890696383187,-0.030278549493190095
0.5,0.4253731343283582,0.11191897627232684,-0.030540658520131946
0.5,0.42786069651741293,0.11172063073384814,-0.030802849595713694
0.5,0.43034825870646765,0.11152386846609164,-0.031065109624469595
0.5,0.43283582089552236,0.11132868724855191,-0.03132742575236428
0.5,0.43532338308457713,0.11113508453240019,-0.031589785366126374
0.5,0.43781094527363185,0.11094305745022898,-0.03185217609246243
0.5,0.44029850746268656,0.11075260282566046,-0.0321145857971564
0.5,0.4427860696517413,0.11056371718281784,-0.03237700258405858
0.5,0.445273631840796,0.1103763967556563,-0.032639414793969285
0.5,0.44776119402985076,0.1101906374971534,-0.032901811003421315
0.5,0.4502487562189055,0.11000643508835681,-0.033164180023365665
0.5,0.4527363184079602,0.10982378494728813,-0.03342651089776504
0.5,0.4552238805970149,0.10964268223770193,-0.033688792902099154
0.5,0.4577114427860696,0.10946312187769938,-0.033951015541786145
0.5,0.4601990049751244,0.10928509854819514,-0.03421316855052411
0.5,0.4626865671641791,0.10910860670123766,-0.034475241888556794
0.5,0.4651741293532338,0.10893364056818203,-0.03473722574086734
0.5,0.46766169154228854,0.10876019416771524,-0.034999110515303945
0.5,0.47014925373134325,0.10858826131373399,-0.03526088684064101
0.5,0.472636815920398,0.10841783562307467,-0.03552254556457973
0.5,0.47512437810945274,0.108248910523096,-0.03578407775169133
0.5,0.47761194029850745,0.1080814792591144,-0.036045474681306755
0.5,0.48009950248756217,0.10791553490169269,-0.03630672784535587
0.5,0.4825870646766169,0.10775107035378229,-0.03656782894615981
0.5,0.48507462686567165,0.10758807835771995,-0.036828769894179304
0.5,0.48756218905472637,0.10742655150207932,-0.03708954280572244
0.5,0.4900497512437811,0.10726648222837842,-0.03735014000061473
0.5,0.4925373134328358,0.10710786283764376,-0.037610553999834345
0.5,0.4950248756218905,0.10695068549683215,-0.037870777523115566
0.5,0.4975124378109453,0.10679494224511127,-0.03813080348652312
0.5,0.5,0.10664062499999999,-0.038390625
0.4975124378109453,0.5,0.1061218949069474,-0.03846389536758486
0.49502487562189057,0.5,0.1056025521081042,-0.03853818955923059
0.4925373134328358,0.5,0.10508259740069324,-0.03861351574889306
0.4900497512437811,0.5,0.1045620317161313,-0.03868988205163308
0.48756218905472637,0.5,0.10404085612253913,-0.03876729651901731
0.48507462686567165,0.5,0.10351907182724977,-0.03884576713440116
0.48258706467661694,0.5,0.10299668017931321,-0.03892530180809242
0.48009950248756217,0.5,0.10247368267199536,-0.039005908372394545
0.47761194029850745,0.5,0.10195008094526942,-0.039087594576528495
0.47512437810945274,0.5,0.10142587678829729,-0.03917036808143215
0.472636815920398,0.5,0.10090107214189951,-0.039254236454436355
0.4701492537313433,0.5,0.10037566910101095,-0.03933920716381676
0.46766169154228854,0.5,0.09984966991711985,-0.039425287573220565
0.4651741293532338,0.5,0.09932307700068871,-0.03951248493596763
0.4626865671641791,0.5,0.0987958929235534,-0.0396008063892252
0.4601990049751244,0.5,0.09826812042129913,-0.03969025894805579
0.4577114427860697,0.5,0.09773976239560973,-0.039780849499337745
0.4552238805970149,0.5,0.0972108219165882,-0.03987258479555821
0.4527363184079602,0.5,0.09668130222504566,-0.0399654714484782
0.4502487562189055,0.5,0.09615120673475555,-0.04005951592266972
0.44776119402985076,0.5,0.09562053903467067,-0.040154724528924955
0.44527363184079605,0.5,0.09508930289109994,-0.04025110341753752
0.4427860696517413,0.5,0.09455750224984145,-0.04034865857145627
0.44029850746268656,0.5,0.0940251412382695,-0.04044739579931168
0.43781094527363185,0.5,0.09349222416737153,-0.040547320728315746
0.43532338308457713,0.5,0.09295875553373228,-0.04064843879703569
0.4328358208955224,0.5,0.09242474002146196,-0.040750755248042544
0.43034825870646765,0.5,0.09189018250406424,-0.04085427512043545
0.42786069651741293,0.5,0.09135508804624164,-0.0409590032422428
0.4253731343283582,0.5,0.090819461905634,-0.04106494422270163
0.4228855721393035,0.5,0.0902833095344866,-0.041172102444416575
0.4203980099502488,0.5,0.08974663658124479,-0.0412804820554002
0.417910447761194,0.5,0.08920944889207046,-0.041390086960996386
0.4154228855721393,0.5,0.08867175251227763,-0.041500920815688874
0.4129353233830846,0.5,0.08813355368768225,-0.04161298701479729
0.41044776119402987,0.5,0.08759485886586342,-0.04172628868606284
0.40796019900497515,0.5,0.08705567469733101,-0.04184082868112652
0.4054726368159204,0.5,0.0865160080365967,-0.04195660956690264
0.40298507462686567,0.5,0.08597586594314349,-0.04207363361685067
0.40049751243781095,0.5,0.08543525568229027,-0.0421919028021488
0.39800995024875624,0.5,0.08489418472594706,-0.042311418782772746
0.3955223880597015,0.5,0.08435266075325687,-0.04243218289848341
0.39303482587064675,0.5,0.08381069165111978,-0.042554196159727775
0.39054726368159204,0.5,0.08326828551459546,-0.04267745923845689
0.3880597014925373,0.5,0.0827254506471795,-0.04280197245886577
0.3855721393034826,0.5,0.0821821955609496,-0.04292773578805995
0.3830845771144279,0.5,0.08163852897657721,-0.04305474882665358
0.3805970149253731,0.5,0.0810944598232006,-0.043183010799304644
0.3781094527363184,0.5,0.08054999723815477,-0.04331252054519273
0.3756218905472637,0.5,0.08000515056655438,-0.043443276508445344
0.3731343283582089,0.5,0.07945992936072516,-0.04357527672851889
0.37064676616915426,0.5,0.07891434337947996,-0.0437085188305407
0.3681592039800995,0.5,0.07836840258723468,-0.04384300001561914
0.3656716417910448,0.5,0.07782211715296089,-0.043978717051128505
0.36318407960199006,0.5,0.07727549744896996,-0.04411566626097634
0.3606965174129353,0.5,0.07672855404952575,-0.044253843515860675
0.35820895522388063,0.5,0.076181297729281,-0.044393244223525134
0.35572139303482586,0.5,0.07563373946153419,-0.04453386331902042
0.35323383084577115,0.5,0.07508589041630258,-0.044675695254980344
0.35074626865671643,0.5,0.07453776195820795,-0.0448187339919217
0.34825870646766166,0.5,0.07398936564417152,-0.04496297298857689
0.345771144278607,0.5,0.073440713220914,-0.045108405192268955
0.34328358208955223,0.5,0.07289181662225787,-0.04525502302933881
0.3407960199004975,0.5,0.07234268796622857,-0.04540281839563467
0.3383084577114428,0.5,0.07179333955195095,-0.045551782647074344
0.33582089552238803,0.5,0.07124378385633844,-0.045701906590290886
0.33333333333333337,0.5,0.07069403353057202,-0.04585318047337278
0.3308457711442786,0.5,0.07014410139636576,-0.04600559397670997
0.3283582089552239,0.5,0.06959400044201745,-0.046159136203957285
0.32587064676616917,0.5,0.06904374381824062,-0.04631379567312731
0.3233830845771144,0.5,0.06849334483377689,-0.046469560307824696
0.32089552238805974,0.5,0.06794281695078636,-0.04662641742863464
0.31840796019900497,0.5,0.06739217378001386,-0.04678435374467803
0.31592039800995025,0.5,0.06684142907573026,-0.04694335534534639
0.31343283582089554,0.5,0.0662905967304471,-0.04710340769222983
0.31094527363184077,0.5,0.0657396907694036,-0.04726449561125155
0.3084577114427861,0.5,0.0651887253448255,-0.047426603285022524
0.30597014925373134,0.5,0.06463771472995469,-0.04758971424543038
0.3034825870646766,0.5,0.06408667331285016,-0.04775381136647661
0.3009950248756219,0.5,0.06353561558995961,-0.04791887685737645
0.29850746268656714,0.5,0.06298455615946273,-0.048084892255935915
0.2960199004975125,0.5,0.062433509714386166,-0.04825183842222076
0.2935323383084577,0.5,0.061882491035491705,-0.04841969553253215
0.291044776119403,0.5,0.06133151498393885,-0.048588443073703934
0.2885572139303483,0.5,0.06078059649372318,-0.048758059837736754
0.2860696517412935,0.5,0.060229750563892875,-0.04892852391678404
0.28358208955223885,0.5,0.059678992250545626,-0.04909981269850519
0.2810945273631841,0.5,0.05912833665860832,-0.04927190286180123
0.27860696517412936,0.5,0.05857779893340342,-0.049444770372948185
0.27611940298507465,0.5,0.05802739425200439,-0.04961839048214376
0.2736318407960199,0.5,0.057477137814385015,-0.04979273772048237
0.2711442786069652,0.5,0.056927044834366364,-0.049967785897373884
0.26865671641791045,0.5,0.05637713053036576,-0.05014350809842149
0.26616915422885573,0.5,0.05582741011595378,-0.05031987668377346
0.263681592039801,0.5,0.0552778987902233,-0.05049686328696431
0.26119402985074625,0.5,0.05472861172797792,-0.05067443881425957
0.2587064676616916,0.5,0.05417956406974474,-0.05085257344451961
0.2562189054726368,0.5,0.05363077091161893,-0.05103123662959634
0.2537313432835821,0.5,0.053082247294947024,-0.0512103970952775
0.2512437810945274,0.5,0.05253400819585613,-0.05139002284279229
0.24875621890547261,0.5,0.05198606851463721,-0.05157008115089213
0.2462686567164179,0.5,0.051438443064990784,-0.05175053857851988
0.24378109452736318,0.5,0.050891146563143516,-0.051931360968080625
0.24129353233830847,0.5,0.05034419361684507,-0.052112513449326485
0.23880597014925375,0.5,0.04979759871425446,-0.052293960443867804
0.23631840796019898,0.5,0.04925137621272619,-0.0524756656703224
0.23383084577114427,0.5,0.048705540327506014,-0.05265759215011404
0.23134328358208955,0.5,0.04816010512034745,-0.05283970221393111
0.22885572139303484,0.5,0.047615084488059636,-0.053021957508855286
0.22636815920398012,0.5,0.047070492150998476,-0.053204319006170155
0.22388059701492535,0.5,0.04652634164151227,-0.05338674700985849
0.22139303482587064,0.5,0.04598264629235441,-0.05356920116579654
0.21890547263681592,0.5,0.0454394192250751,-0.05375164047165311
0.2164179104477612,0.5,0.04489667333840545,-0.0539340232874999
0.2139303482587065,0.5,0.04435442129664631,-0.054116307347139764
0.21144278606965172,0.5,0.04381267551807568,-0.05429844977015777
0.208955223880597,0.5,0.04327144816338807,-0.05448040707469985
0.2064676616915423,0.5,0.04273075112417954,-0.054662135190982696
0.20398009950248758,0.5,0.04219059601149279,-0.05484358947553749
0.20149253731343286,0.5,0.04165099414443632,-0.055024724726189696
0.1990049751243781,0.5,0.0411119565388922,-0.05520549519777558
0.19651741293532338,0.5,0.040573493896327084,-0.055385854618595604
0.19402985074626866,0.5,0.0400356165927213,-0.055565756207603664
0.19154228855721395,0.5,0.03949833466763068,-0.05574515269233028
0.18905472636815923,0.5,0.03896165781339664,-0.05592399632753658
0.18656716417910446,0.5,0.038425595364518755,-0.056102238914595016
0.18407960199004975,0.5,0.03789015628720597,-0.05627983182159182
0.18159203980099503,0.5,0.037355349169120464,-0.056456726004144905
0.17910447761194032,0.5,0.03682118220933032,-0.05663287202692975
0.1766169154228856,0.5,0.036287663208485324,-0.056808220085905
0.17412935323383083,0.5,0.03575479955923141,-0.05698272003122819
0.17164179104477612,0.5,0.035222598236878434,-0.0571563213908508
0.1691542288557214,0.5,0.03469106579033619,-0.057328973394780845
0.16666666666666669,0.5,0.03416020833333334,-0.05750062499999999
0.16417910447761197,0.5,0.03363003153593378,-0.05767122491602115
0.1616915422885572,0.5,0.03310054061636471,-0.057840721631070964
0.15920398009950248,0.5,0.032571740333170576,-0.0580090634388811
0.15671641791044777,0.5,0.03204363497770646,-0.0581761984660705
0.15422885572139305,0.5,0.03151622836698471,-0.05834207470009987
0.15174129353233834,0.5,0.030989523836887932,-0.05850664001777862
0.14925373134328357,0.5,0.030463524235761034,-0.05866984221430323
0.14676616915422885,0.5,0.02993823191839514,-0.0588316290328049
0.14427860696517414,0.5,0.029413648740415063,-0.058991948194383366
0.14179104477611942,0.5,0.028889776053082378,-0.059150747428602574
0.1393034825870647,0.5,0.028366614698525028,-0.05930797450442288
0.13681592039800994,0.5,0.02784416500540432,-0.059463577261543575
0.13432835820895522,0.5,0.027322426785029677,-0.059617503642128256
0.1318407960199005,0.5,0.02680139932793039,-0.05976970172288484
0.1293532338308458,0.5,0.026281081400894146,-0.059920119747471
0.12686567164179108,0.5,0.025761471244480482,-0.060068706159194865
0.12437810945273631,0.5,0.02524256657101735,-0.06021540963397992
0.12189054726368159,0.5,0.024724364563088116,-0.06036017911356245
0.11940298507462688,0.5,0.024206861872515854,-0.06050296383888883
0.11691542288557216,0.5,0.02369005461985088,-0.06064371338367926
0.11442786069651745,0.5,0.023173938394367335,-0.06078237768812403
0.11194029850746268,0.5,0.02265850825457314,-0.06091890709267753
0.10945273631840796,0.5,0.02214375872923783,-0.06105325237191474
0.10696517412935325,0.5,0.021629683818941522,-0.06118536476841449
0.10447761194029853,0.5,0.02111627699814758,-0.06131519602663286
0.10199004975124382,0.5,0.02060353121780134,-0.06144269842673035
0.09950248756218905,0.5,0.020091438908455626,-0.06156782481831529
0.09701492537313433,0.5,0.0195799919839241,-0.061690528654066296
0.09452736318407962,0.5,0.019069181845461844,-0.061810764023195915
0.0920398009950249,0.5,0.018558999386472465,-0.06192848568471742
0.08955223880597013,0.5,0.018049434997739918,-0.062043649100476855
