x0,x1,u0,u1,u0_exact,u1_exact,e00,e11,e01,s00_exact,s11_exact,s01_exact,s00,s11,s01
0.22091397234469556,0.34670440935994284,0.058298882332425125,-0.03899833303474781,0.05759546576204873,-0.03874851896581232,0.2454965515275524,-0.11308464400530595,-0.0183637591982782,0.26804791434518865,-0.0055543843723206395,-0.008296097113342287,0.26523498628402864,-0.010596702587400836,-0.014125968614060153
0.25963746309794916,0.3267496361318445,0.07044479087398481,-0.032675927589536524,0.06989170512126289,-0.03232356857730636,0.22946723099423197,-0.10961308683973958,-0.023605995511414804,0.2540772830510551,-0.021647471937344998,-0.020367777261544116,0.2456598762385394,-0.015171137479900218,-0.018158458085703693
0.15668279478670127,0.34308176410095714,0.04257624206584121,-0.04638320477734123,0.04198528241911201,-0.04583914501848992,0.2630555506066694,-0.09354830296914908,-0.017815706002713934,0.2905779597524939,0.02450641500206607,-0.0035482492953518743,0.300143066411392,0.025832409814608576,-0.013704389232856872
0.2709876585416298,0.2874254962960264,0.07970820181297064,-0.027004228212993225,0.07937314795713932,-0.026475503438535757,0.24126106821648857,-0.12390674687642068,-0.04938275360458852,0.23882571887361728,-0.02940193223835595,-0.03622682664627804,0.25328985324733805,-0.02760846605489982,-0.03798673354199117
0.3298844203689805,0.04120664048259454,0.13757822871182165,-0.001995770335929378,0.13783270547763993,-0.001769747673936857,0.042003441531056916,-0.061532348215558454,-0.011012141400538841,0.0204769542801033,-0.03972645024404642,-0.02209480234348135,0.021043662705908284,-0.05859925248379584,-0.008470878000414492
0.3329840202168682,0.1846001697309375,0.11367344877809002,-0.011181652802872163,0.1134964491668736,-0.010553833578404843,0.1553849859864943,-0.09552490232991398,-0.09187272785417284,0.1448268098865087,-0.0362039936438534,-0.06394357230816838,0.15406157594533046,-0.0389460304519067,-0.07067132911859449
0.33644124835237055,0.07673209760860511,0.13442756654245253,-0.003716107365788178,0.13425857715216497,-0.003202619211107086,0.04395409824836813,-0.044019071542421094,-0.06266024298103225,0.04418053697275229,-0.03336177001692192,-0.0402054495000144,0.03377336021371415,-0.03389830885612371,-0.04820018690848634
0.3113943042574385,0.23973305616228324,0.09819985490916139,-0.018012476390461718,0.09778008516105532,-0.017440673077756944,0.19976280288607245,-0.1155971679583471,-0.07548625857248215,0.19659811935410587,-0.03799484937603634,-0.0548499648201847,0.20222079160143577,-0.04036380135581005,-0.058066352748063176
0.04330916805052782,0.2657285146209222,0.019039715103125646,-0.04738040137992921,0.019537443235637296,-0.048233968636701575,0.5176972835719065,-0.13616818996683494,-0.10447330157487632,0.48566218128098504,0.04137703323847581,-0.05783894724438852,0.6183416182890078,0.11536817710536056,-0.08036407813452023
0.042574247691284026,0.33106802907905486,0.01249391322345373,-0.05490382659510945,0.012440921128885781,-0.055047417639917384,0.3262563428064845,-0.06834105426781648,-0.027025699004927947,0.3472958174038847,0.06978279161811536,-0.005482898569720014,0.3997636993926812,0.09622724010475736,-0.020788999234559957
0.08275970043260689,0.34321332048328423,0.023228073857727242,-0.05373068559915186,0.02268966360740752,-0.053371261898884303,0.24928176475901273,-0.06595691832110848,0.0018011261828350389,0.31936559912597606,0.05916222134376908,-0.0026855695986979927,0.2975195381441853,0.055028243467169,0.001385481679103876
0.2645449058782589,0.041941560963078696,0.13456847806596156,-0.005286125348501863,0.13551669449756945,-0.005295520820154557,0.05398679859534601,-0.16660030198351486,0.02609877612517319,-0.005314243346400894,-0.12606301380230212,0.004494955563022374,-0.023441022265985087,-0.1931234073266473,0.020075981634748604
0.3415233938859865,0.2181058471644467,0.1080234385860177,-0.013975585117392622,0.10781123862621238,-0.013338403528282434,0.165814986513771,-0.09673049598841359,-0.06937467854148349,0.17307840436817337,-0.0371147640207272,-0.059458778388044836,0.16740642646753004,-0.03455163699568886,-0.05336513733960268
0.021740914357928985,0.28940136241249664,0.007263448586966687,-0.050908859677995764,0.008218407012821515,-0.0519470453746909,0.33409121931974667,-0.14456000000000002,0.006600487625077412,0.4361501626498491,0.05733948101525717,-0.016044953547404425,0.3663381798535051,-0.0018550657770692591,0.0050772981731364705
0.3452339058845291,0.13296992675741823,0.12580429125596915,-0.006558974570715711,0.12559861165128253,-0.0060357457104448006,0.10922933139173767,-0.06984733297234771,-0.0815620008570229,0.09552251245153419,-0.030988105645382742,-0.059259264107583115,0.10674294631252315,-0.031008333967542503,-0.06274000065924838
0.214291478663233,0.2592692041033616,0.07335311873507178,-0.030542646279130344,0.07260851843137586,-0.029922151046959413,0.23738031531985895,-0.10931280880003949,-0.04888468788887636,0.2487916182609237,-0.007193818378803423,-0.04725092208096422,0.2564853424690181,-0.010201676084749908,-0.03760360606836643
0.22308949804089034,0.19095159776255685,0.0968584039125878,-0.02425135895296559,0.09545929890459906,-0.022808201498188626,0.105996840697103,-0.05654124601800789,-0.06704461978265858,0.15440991684236538,0.0008527891485922951,-0.06775729248675307,0.11006810515878793,-0.014961192314374273,-0.0515727844481989
0.1964802542116208,0.21971151180525966,0.082772940907761,-0.030550174750067455,0.08090652627411717,-0.029093483605618215,0.16650660574382042,-0.04390283615823763,-0.10927641998533212,0.21291922930543256,0.019105848670037825,-0.0740109337819032,0.19881494841000577,0.03696153156226881,-0.08405878460410163
0.10400108846978,0.45604904379202327,0.022103909157953874,-0.058911140711970025,0.022010954778766356,-0.058825591502459924,0.21889064770106115,-0.05869667166094494,0.01613034365088556,0.2568464173148765,0.04611776737341228,0.013128231383910055,0.260797022870114,0.04726831566857092,0.012407956654527352
0.39554266393277937,0.33341477628908356,0.0995250223618264,-0.02397185382851054,0.09952434278317167,-0.023719953148863323,0.2017585173440806,-0.11603796369987245,-0.046115976301282134,0.21675122119426496,-0.03255982608157692,-0.0331397692713408,0.20465302505941282,-0.03980580651285872,-0.03547382792406318
0.21602434256931163,0.15712016632556214,0.10728037367941085,-0.023998487276202206,0.10702103995433197,-0.022980875591728872,0.1044909359697303,-0.03601426100851639,-0.07426475159103177,0.07450141499772256,0.017570251565326666,-0.05110322210765535,0.11988341706972364,0.011802496317226189,-0.05712673199310136
0.41636421930209655,0.2917746468629769,0.10923495542733025,-0.01859735496885935,0.10927347321675786,-0.018394880283796048,0.2017263904902719,-0.10669635386707249,-0.05077984435231489,0.19888098422197445,-0.03189111463957215,-0.04250142886739,0.20999916765974727,-0.027249097230517626,-0.03906141873254991
0.15891298170523574,0.2163821973110097,0.07654075477357974,-0.03584868835688361,0.075278217875098,-0.03509103564429272,0.24302591890779154,-0.045586172543867584,-0.14508475022017772,0.2350315828384143,0.0687651992638738,-0.11252710810163574,0.3008505605236419,0.07884125940698103,-0.11160365401552132
0.45826992511950293,0.39589674154697607,0.10584989219039007,-0.028716741169883257,0.10585717206704766,-0.028506483781176064,0.20514959658846127,-0.10911811740235704,-0.030642304481816054,0.21687310093626566,-0.026775737115471862,-0.024154072756351144,0.2132101584446457,-0.028534236932906812,-0.02357100344755081
0.4161379186200608,0.20975213568799767,0.12183723637614449,-0.010615748571920526,0.12143375293858365,-0.010400690303979191,0.14198048511472108,-0.0762768466961993,-0.06365823903260051,0.15820801779276597,-0.026682896151692705,-0.054416721394323644,0.14712170302200955,-0.020768552217159966,-0.04896787617892347
0.4165364271280077,0.35423924058356376,0.10136230177791011,-0.025546126724276343,0.10142644082675896,-0.025272019650771502,0.21417247039768092,-0.1112806474885318,-0.03751973157756836,0.2171467757806246,-0.03057531653038297,-0.029730776936750098,0.22410872121503286,-0.026239831005130727,-0.02886133198274489
0.02083333333342015,0.4791666666666667,0.004181568047354852,-0.0629320738092334,0.004248327937397801,-0.06314776086971013,0.20071526627219616,-0.043169096209912605,0.00854568047340701,0.24949321318180764,0.058775921741647544,0.003209111373578344,0.24528837986069907,0.057685024105230805,0.006573600364159237
0.020816493063557418,0.41664982639676357,0.004523569371392104,-0.06017511191265882,0.004647517143243858,-0.060402611121805,0.21730698622388642,-0.0459049778641617,0.00857956273928019,0.2747279747671388,0.06820970781809806,0.002992627722994599,0.26604499422590766,0.06357425261971679,0.006599663645600146
