x0,x1,n0,n1,trac0,trac1
0.23237085192434676,0.09221598113100196,-0.929483407697387,-0.36886392452400785,0.0,0.0
0.2314425954135786,0.09452155853680456,-0.9257703816543144,-0.37808623414721826,0.0,0.0
0.23049146368205167,0.09681779366266026,-0.9219658547282067,-0.38727117465064104,0.0,0.0
0.2295175507373029,0.09910445955429852,-0.9180702029492116,-0.39641783821719406,0.0,0.0
0.22852095283850865,0.10138133020324848,-0.9140838113540346,-0.4055253208129939,0.0,0.0
0.22750176848697076,0.1036481805691772,-0.910007073947883,-0.4145927222767088,0.0,0.0
0.2264600984163808,0.10590478660213203,-0.9058403936655232,-0.4236191464085281,0.0,0.0
0.22539604558286397,0.1081509252646851,-0.9015841823314559,-0.4326037010587404,0.0,0.0
0.22430971515480305,0.11038637455397797,-0.8972388606192122,-0.4415454982159119,0.0,0.0
0.22320121450244385,0.11261091352366363,-0.8928048580097754,-0.45044365409465453,0.0,0.0
0.22207065318728297,0.11482432230574449,-0.8882826127491319,-0.45929728922297797,0.0,0.0
0.22091814295123904,0.11702638213230344,-0.8836725718049562,-0.4681055285292138,0.0,0.0
0.21974379770560842,0.11921687535712651,-0.8789751908224337,-0.47686750142850604,0.0,0.0
0.2185477335198065,0.1213955854772143,-0.874190934079226,-0.4855823419088572,0.0,0.0
0.21733006860989562,0.12356229715418074,-0.8693202744395825,-0.49424918861672296,0.0,0.0
0.21609092332690097,0.12571679623553653,-0.8643636933076039,-0.5028671849421461,0.0,0.0
0.21483042014491527,0.12785886977585556,-0.8593216805796611,-0.5114354791034222,0.0,0.0
0.21354868364899385,0.12998830605782177,-0.8541947345959754,-0.5199532242312871,0.0,0.0
0.21224584052284098,0.13210489461315486,-0.8489833620913639,-0.5284195784526194,0.0,0.0
0.21092201953628859,0.13420842624341253,-0.8436880781451543,-0.5368337049736501,0.0,0.0
0.20957735153256912,0.1362986930406669,-0.8383094061302765,-0.5451947721626677,0.0,0.0
0.20821196941538336,0.13837548840805391,-0.8328478776615335,-0.5535019536322157,0.0,0.0
0.2068260081357643,0.1404386070801927,-0.8273040325430572,-0.5617544283207708,0.0,0.0
0.20541960467873924,0.14248784514347354,-0.821678418714957,-0.5699513805738942,0.0,0.0
0.20399289804979023,0.1445230000562121,-0.8159715921991609,-0.5780920002248484,0.0,0.0
0.20254602926111537,0.14654387066866836,-0.8101841170444615,-0.5861754826746735,0.0,0.0
0.2010791413176912,0.14855025724292764,-0.8043165652707648,-0.5942010289717106,0.0,0.0
0.19959237920313877,0.15054196147264212,-0.7983695168125551,-0.6021678458905685,0.0,0.0
0.19808588986539358,0.1525187865026311,-0.7923435594615743,-0.6100751460105244,0.0,0.0
0.19655982220218168,0.1544805369483377,-0.7862392888087267,-0.6179221477933508,0.0,0.0
0.19501432704630303,0.15642701891514,-0.7800573081852121,-0.62570807566056,0.0,0.0
0.19344955715072343,0.15835804001751533,-0.7737982286028937,-0.6334321600700613,0.0,0.0
0.19186566717347697,0.16027340939805504,-0.7674626686939079,-0.6410936375922202,0.0,0.0
0.19026281366237982,0.1621729377463285,-0.7610512546495193,-0.648691750985314,0.0,0.0
0.18864115503955753,0.16405643731759392,-0.7545646201582301,-0.6562257492703757,0.0,0.0
0.18700085158578697,0.16592372195135474,-0.7480034063431479,-0.663694887805419,0.0,0.0
0.18534206542465453,0.1677746070897592,-0.7413682616986181,-0.6710984283590368,0.0,0.0
0.1836649605065323,0.1696089097958416,-0.7346598420261292,-0.6784356391833664,0.0,0.0
0.18196970259237352,0.1714264487716033,-0.7278788103694941,-0.6857057950864132,0.0,0.0
0.1802564592373292,0.1732270443759319,-0.7210258369493168,-0.6929081775037276,0.0,0.0
0.1785253997741874,0.17501051864235634,-0.7141015990967496,-0.7000420745694254,0.0,0.0
0.17677669529663687,0.1767766952966369,-0.7071067811865475,-0.7071067811865476,0.0,0.0
0.17501051864235634,0.1785253997741874,-0.7000420745694254,-0.7141015990967496,0.0,0.0
0.1732270443759319,0.1802564592373292,-0.6929081775037276,-0.7210258369493168,0.0,0.0
0.1714264487716033,0.18196970259237352,-0.6857057950864132,-0.7278788103694941,0.0,0.0
0.1696089097958416,0.1836649605065323,-0.6784356391833664,-0.7346598420261292,0.0,0.0
0.1677746070897592,0.18534206542465453,-0.6710984283590368,-0.7413682616986181,0.0,0.0
0.16592372195135474,0.18700085158578697,-0.663694887805419,-0.7480034063431479,0.0,0.0
0.16405643731759392,0.18864115503955753,-0.6562257492703757,-0.7545646201582301,0.0,0.0
0.1621729377463285,0.19026281366237982,-0.648691750985314,-0.7610512546495193,0.0,0.0
0.16027340939805504,0.19186566717347697,-0.6410936375922202,-0.7674626686939079,0.0,0.0
0.1583580400175153,0.19344955715072346,-0.6334321600700612,-0.7737982286028938,0.0,0.0
0.15642701891514,0.19501432704630303,-0.62570807566056,-0.7800573081852121,0.0,0.0
0.1544805369483377,0.19655982220218168,-0.6179221477933508,-0.7862392888087267,0.0,0.0
0.1525187865026311,0.19808588986539358,-0.6100751460105244,-0.7923435594615743,0.0,0.0
0.15054196147264212,0.19959237920313877,-0.6021678458905685,-0.7983695168125551,0.0,0.0
0.14855025724292764,0.2010791413176912,-0.5942010289717106,-0.8043165652707648,0.0,0.0
0.14654387066866836,0.20254602926111537,-0.5861754826746735,-0.8101841170444615,0.0,0.0
0.14452300005621208,0.20399289804979026,-0.5780920002248483,-0.815971592199161,0.0,0.0
0.14248784514347354,0.20541960467873924,-0.5699513805738942,-0.821678418714957,0.0,0.0
0.1404386070801927,0.2068260081357643,-0.5617544283207708,-0.8273040325430572,0.0,0.0
0.13837548840805391,0.20821196941538336,-0.5535019536322157,-0.8328478776615335,0.0,0.0
0.1362986930406669,0.20957735153256912,-0.5451947721626677,-0.8383094061302765,0.0,0.0
0.13420842624341253,0.21092201953628859,-0.5368337049736501,-0.8436880781451543,0.0,0.0
0.13210489461315486,0.21224584052284098,-0.5284195784526194,-0.8489833620913639,0.0,0.0
0.12998830605782175,0.21354868364899388,-0.519953224231287,-0.8541947345959755,0.0,0.0
0.12785886977585553,0.21483042014491527,-0.5114354791034221,-0.8593216805796611,0.0,0.0
0.12571679623553655,0.21609092332690094,-0.5028671849421462,-0.8643636933076038,0.0,0.0
0.12356229715418074,0.21733006860989562,-0.49424918861672296,-0.8693202744395825,0.0,0.0
0.1213955854772143,0.2185477335198065,-0.4855823419088572,-0.874190934079226,0.0,0.0
0.1192168753571265,0.21974379770560845,-0.476867501428506,-0.8789751908224338,0.0,0.0
0.11702638213230343,0.22091814295123904,-0.4681055285292137,-0.8836725718049562,0.0,0.0
0.11482432230574445,0.22207065318728297,-0.4592972892229778,-0.8882826127491319,0.0,0.0
0.11261091352366359,0.22320121450244387,-0.45044365409465437,-0.8928048580097755,0.0,0.0
0.11038637455397797,0.22430971515480305,-0.4415454982159119,-0.8972388606192122,0.0,0.0
0.1081509252646851,0.22539604558286397,-0.4326037010587404,-0.9015841823314559,0.0,0.0
0.10590478660213201,0.22646009841638082,-0.42361914640852805,-0.9058403936655233,0.0,0.0
0.10364818056917718,0.22750176848697076,-0.41459272227670874,-0.910007073947883,0.0,0.0
0.10138133020324845,0.22852095283850868,-0.4055253208129938,-0.9140838113540347,0.0,0.0
0.09910445955429847,0.2295175507373029,-0.3964178382171939,-0.9180702029492116,0.0,0.0
0.09681779366266027,0.23049146368205167,-0.3872711746506411,-0.9219658547282067,0.0,0.0
0.09452155853680456,0.2314425954135786,-0.37808623414721826,-0.9257703816543144,0.0,0.0
0.09221598113100196,0.23237085192434676,-0.36886392452400785,-0.929483407697387,0.0,0.0
0.08990128932289114,0.23327614146775022,-0.35960515729156456,-0.9331045658710009,0.0,0.0
0.08757771189095605,0.23415837456718197,-0.3503108475638242,-0.9366334982687279,0.0,0.0
0.085245478491914,0.23501746402487758,-0.340981913967656,-0.9400698560995103,0.0,0.0
0.08290481963801691,0.23585332493053365,-0.33161927855206763,-0.9434132997221346,0.0,0.0
0.08055596667426818,0.2366658746697001,-0.3222238666970727,-0.9466634986788004,0.0,0.0
0.07819915175555679,0.23745503293194567,-0.31279660702222717,-0.9498201317277827,0.0,0.0
0.07583460782371211,0.23822072171879544,-0.30333843129484844,-0.9528828868751817,0.0,0.0
0.07346256858448022,0.2389628653514402,-0.2938502743379209,-0.9558514614057608,0.0,0.0
0.07108326848442505,0.23968139047821618,-0.2843330739377002,-0.9587255619128647,0.0,0.0
0.06869694268775631,0.24037622608185513,-0.27478777075102523,-0.9615049043274205,0.0,0.0
0.06630382705308636,0.24104730348650327,-0.26521530821234546,-0.9641892139460131,0.0,0.0
0.06390415811011868,0.2416945563645093,-0.2556166324404747,-0.9667782254580372,0.0,0.0
0.061498173036269504,0.24231792074297984,-0.24599269214507802,-0.9692716829719193,0.0,0.0
0.05908610963322622,0.24291733501010251,-0.23634443853290488,-0.9716693400404101,0.0,0.0
0.05666820630344334,0.2434927399212354,-0.22667282521377335,-0.9739709596849416,0.0,0.0
0.05424470202657949,0.2440440786047627,-0.21697880810631795,-0.9761763144190508,0.0,0.0
0.05181583633587722,0.24457129656771578,-0.20726334534350888,-0.9782851862708631,0.0,0.0
0.04938184929448813,0.24507434170115905,-0.1975273971779525,-0.9802973668046362,0.0,0.0
0.046942981471745644,0.24555316428534035,-0.18777192588698258,-0.9822126571413614,0.0,0.0
0.04449947391938756,0.24600771699460516,-0.17799789567755023,-0.9840308679784207,0.0,0.0
0.04205156814773136,0.2464379549020741,-0.16820627259092544,-0.9857518196082964,0.0,0.0
0.039599506101803725,0.24684383548408337,-0.1583980244072149,-0.9873753419363335,0.0,0.0
0.03714353013742734,0.2472253186243877,-0.14857412054970937,-0.9889012744975508,0.0,0.0
0.034683882997267025,0.24758236661812547,-0.1387355319890681,-0.9903294664725019,0.0,0.0
0.032220807786837696,0.24791494417554513,-0.12888323114735079,-0.9916597767021805,0.0,0.0
0.029754547950476197,0.24822301842549335,-0.11901819180190479,-0.9928920737019734,0.0,0.0
0.027285347247280194,0.24850655891866383,-0.10914138898912078,-0.9940262356746553,0.0,0.0
0.024813449727015387,0.24876553763060685,-0.09925379890806155,-0.9950621505224274,0.0,0.0
0.022339099705994278,0.24899992896449918,-0.08935639882397711,-0.9959997158579967,0.0,0.0
0.019862541742928563,0.24920970975367396,-0.07945016697171425,-0.9968388390146958,0.0,0.0
0.017384020614757533,0.24939485926391042,-0.06953608245903013,-0.9975794370556417,0.0,0.0
0.014903781292454982,0.24955535919548325,-0.05961512516981993,-0.998221436781933,0.0,0.0
0.01242206891681664,0.2496911936849713,-0.04968827566726656,-0.9987647747398852,0.0,0.0
0.009939128774231401,0.24980234930682546,-0.039756515096925606,-0.9992093972273018,0.0,0.0
0.007455206272437591,0.2498888150746956,-0.029820825089750366,-0.9995552602987824,0.0,0.0
0.0049705469162675195,0.2499505824425164,-0.019882187665070078,-0.9998023297700656,0.0,0.0
0.0024853962833823796,0.24998764530535214,-0.009941585133529518,-0.9999505812214086,0.0,0.0
