x,u,u_exact
8.0,9.880908490651537,10.968074739870145
6.0,5.125887559160722,5.161753505403222
4.0,2.141079110630405,1.7295925140762156
2.0,3.950926767310001,4.727892280477045
0.0,-4.440892098500626e-16,0.0
-2.0,-3.9509267673100017,-4.727892280477045
-4.0,-2.1410791106304057,-1.7295925140762156
-6.0,-5.125887559160723,-5.161753505403222
-8.0,-9.880908490651537,-10.968074739870145
