x,u
8.0,13.409013182586863
6.0,5.926201975895168
4.0,4.098555078841883
2.0,8.432713165712917
0.0,3.7351159802999345
-2.0,-5.905482527062824
-4.0,-0.24090227557922694
-6.0,-5.428601975756118
-8.0,-10.08734619423865
