x0,x1,u,flux0,flux1
-0.9574468085106383,-0.9574468085106383,0.017765412472811753,-0.829994333631036,-1.2449915004465542
-0.9148936170212766,-0.9574468085106383,0.03521380073917573,-1.2264440788938806,-2.049032778251628
-0.8723404255319149,-0.9574468085106383,0.052033797897118636,-1.6010079005138629,-2.8165090175863114
-0.8297872340425532,-0.9574468085106383,0.06792525069888401,-1.9470016982205964,-3.5337245867778346
-0.7872340425531915,-0.9574468085106383,0.08260457579274864,-2.2582512044972547,-4.187880757002813
-0.7446808510638299,-0.9574468085106383,0.095809820274653,-2.5292021645306964,-4.767304095906343
-0.7021276595744681,-0.9574468085106383,0.10730533624397937,-2.755019452020176,-5.26165478027889
-0.6595744680851063,-0.9574468085106383,0.11688598594592133,-2.931673352120733,-5.662111110446448
-0.6170212765957447,-0.9574468085106383,0.1243808024595779,-3.0560114718000646,-5.961526933710185
-0.574468085106383,-0.9574468085106383,0.1296560406067074,-3.125814994366868,-6.154559167610668
-0.5319148936170213,-0.9574468085106383,0.13261756363760155,-3.139838274307263,-6.237763147360926
-0.4893617021276596,-0.9574468085106383,0.13321252310361434,-3.0978310658584944,-6.2096540959711755
-0.44680851063829785,-0.9574468085106383,0.13143030193897987,-3.0005429886505017,-6.070733620129384
-0.4042553191489362,-0.9574468085106383,0.12730270392260262,-2.8497101507258575,-5.823480759018033
-0.36170212765957444,-0.9574468085106383,0.12090338613886946,-2.6480241676506227,-5.472307745801184
-0.3191489361702128,-0.9574468085106383,0.11234654456523384,-2.399084130570807,-5.023481271219139
-0.27659574468085113,-0.9574468085106383,0.10178487624229257,-2.1073323803455963,-4.485010654343707
-0.23404255319148937,-0.9574468085106383,0.08940685439147907,-1.7779752338694872,-3.8665049160896343
-0.19148936170212771,-0.9574468085106383,0.07543336510596195,-1.4168900772239623,-3.179001306008742
-0.14893617021276595,-0.9574468085106383,0.060113765633079304,-1.0305204835836257,-2.434768342310182
-0.1063829787234043,-0.9574468085106383,0.043721434588352856,-0.6257612275002573,-1.6470868798623675
-0.06382978723404253,-0.9574468085106383,0.0265488935076172,-0.2098352474875868,-0.8300131130231936
-0.021276595744680882,-0.9574468085106383,0.008902586793283195,0.20983524748758775,0.0018722574812525261
0.02127659574468077,-0.9574468085106383,-0.008902586793283148,0.6257612275002571,0.8337242175065912
0.06382978723404253,-0.9574468085106383,-0.0265488935076172,1.0305204835836266,1.6506983491192333
0.1063829787234043,-0.9574468085106383,-0.043721434588352856,1.416890077223963,2.438215729586073
0.14893617021276584,-0.9574468085106383,-0.06011376563307926,1.7779752338694865,3.1822230925960424
0.1914893617021276,-0.9574468085106383,-0.07543336510596191,2.107332380345596,3.869443609130374
0.23404255319148937,-0.9574468085106383,-0.08940685439147907,2.3990841305708077,4.487613812790955
0.27659574468085113,-0.9574468085106383,-0.10178487624229257,2.6480241676506244,5.025702441648734
0.31914893617021267,-0.9574468085106383,-0.11234654456523382,2.8497101507258575,5.474107291374189
0.36170212765957444,-0.9574468085106383,-0.12090338613886946,3.0005429886505013,5.824826566801064
0.4042553191489362,-0.9574468085106383,-0.12730270392260262,3.097831065858495,6.0716016741506715
0.44680851063829774,-0.9574468085106383,-0.13143030193897984,3.1398382743072633,6.210028905786145
0.4893617021276595,-0.9574468085106383,-0.13321252310361434,3.1258149943668676,6.237638024479549
0.5319148936170213,-0.9574468085106383,-0.13261756363760155,3.056011471800064,6.153936344853728
0.574468085106383,-0.9574468085106383,-0.1296560406067074,2.9316733521207325,5.960417525364533
0.6170212765957446,-0.9574468085106383,-0.12438080245957792,2.7550194520201763,5.660534913930297
0.6595744680851063,-0.9574468085106383,-0.11688598594592133,2.529202164530696,5.25963992285641
0.7021276595744681,-0.9574468085106383,-0.10730533624397937,2.2582512044972542,4.76488653275597
0.7446808510638296,-0.9574468085106383,-0.09580982027465303,1.9470016982205962,4.1851036295962425
0.7872340425531914,-0.9574468085106383,-0.08260457579274869,1.6010079005138635,3.530637453019423
0.8297872340425532,-0.9574468085106383,-0.06792525069888401,1.22644407889388,2.813166967451118
0.8723404255319149,-0.9574468085106383,-0.052033797897118636,0.8299943336310343,2.045495450703483
0.9148936170212765,-0.9574468085106383,-0.03521380073917579,0.41873331982161577,1.2413220191793646
0.9574468085106382,-0.9574468085106383,-0.017765412472811753,0.0,0.414997166815518
-0.9574468085106383,-0.9148936170212766,0.03521380073917573,-1.2264440788938806,-1.6302994584300137
-0.9148936170212766,-0.9148936170212766,0.06979921036993042,-1.6010079005138642,-2.401511850770796
-0.8723404255319149,-0.9148936170212766,0.1031390514380596,-1.9470016982205955,-3.1298692072416996
-0.8297872340425532,-0.9148936170212766,0.13463837368986734,-2.2582512044972556,-3.8023739735614015
-0.7872340425531915,-0.9148936170212766,0.1637350709735369,-2.5292021645306964,-4.407025286242984
-0.7446808510638299,-0.9148936170212766,0.18990991203672794,-2.7550194520201763,-4.933033128287196
-0.7021276595744681,-0.9148936170212766,0.21269580622057424,-2.9316733521207334,-5.371010877291398
-0.6595744680851063,-0.9148936170212766,0.2316861387035572,-3.0560114718000646,-5.713142809948724
-0.6170212765957447,-0.9148936170212766,0.24654202655262863,-3.125814994366868,-5.95332357381565
-0.574468085106383,-0.9148936170212766,0.25699836609717935,-3.1398382743072633,-6.087267137470983
-0.5319148936170213,-0.9148936170212766,0.26286856371032163,-3.0978310658584953,-6.1125832748481095
-0.4893617021276596,-0.9148936170212766,0.26404786557658133,-3.0005429886505017,-6.028820218875785
-0.44680851063829785,-0.9148936170212766,0.2605152270262169,-2.849710150725858,-5.837472723272221
-0.4042553191489362,-0.9148936170212766,0.2523336880778492,-2.6480241676506235,-5.541955388629567
-0.36170212765957444,-0.9148936170212766,0.2396492484878363,-2.399084130570806,-5.147541728785456
-0.3191489361702128,-0.9148936170212766,0.22268826238116193,-2.107332380345596,-4.661270064843645
-0.27659574468085113,-0.9148936170212766,0.20175339895671288,-1.7779752338694879,-4.091817926167161
-0.23404255319148937,-0.9148936170212766,0.17721824134825442,-1.4168900772239619,-3.449347199661255
-0.19148936170212771,-0.9148936170212766,0.14952062002455835,-1.0305204835836264,-2.7453227906608433
-0.14893617021276595,-0.9148936170212766,0.11915479969431471,-0.6257612275002568,-1.9923080314231836
-0.1063829787234043,-0.9148936170212766,0.08666265914069651,-0.2098352474875873,-1.2037404881661251
-0.06382978723404253,-0.9148936170212766,0.05262402138163599,0.20983524748758842,-0.39369216738059876
-0.021276595744680882,-0.9148936170212766,0.017646306714334047,0.6257612275002578,0.42338159945857295
0.02127659574468077,-0.9148936170212766,-0.017646306714333954,1.0305204835836264,1.2329001116253102
0.06382978723404253,-0.9148936170212766,-0.05262402138163599,1.4168900772239628,2.02041749209215
0.1063829787234043,-0.9148936170212766,-0.08666265914069651,1.7779752338694883,2.771880474548026
0.14893617021276584,-0.9148936170212766,-0.11915479969431464,2.107332380345596,3.473879184268522
0.1914893617021276,-0.9148936170212766,-0.14952062002455827,2.399084130570807,4.113886437648023
0.23404255319148937,-0.9148936170212766,-0.17721824134825442,2.6480241676506244,4.680481290087918
0.27659574468085113,-0.9148936170212766,-0.20175339895671288,2.8497101507258584,5.163552843023532
0.31914893617021267,-0.9148936170212766,-0.2226882623811619,3.000542988650502,5.554480673148551
0.36170212765957444,-0.9148936170212766,-0.2396492484878363,3.097831065858495,5.846288664073145
0.4042553191489362,-0.9148936170212766,-0.2523336880778492,3.1398382743072633,6.033769495286206
0.44680851063829774,-0.9148936170212766,-0.2605152270262168,3.1258149943668685,6.113577566913231
0.4893617021276595,-0.9148936170212766,-0.26404786557658133,3.0560114718000646,6.084288702025347
0.5319148936170213,-0.9148936170212766,-0.26286856371032163,2.931673352120733,5.946425561110347
0.574468085106383,-0.9148936170212766,-0.25699836609717935,2.755019452020176,5.702448315183895
0.6170212765957446,-0.9148936170212766,-0.24654202655262866,2.529202164530697,5.356710743979479
0.6595744680851063,-0.9148936170212766,-0.2316861387035572,2.2582512044972542,4.915382542645914
0.7021276595744681,-0.9148936170212766,-0.21269580622057424,1.9470016982205953,4.38633922339126
0.7446808510638296,-0.9148936170212766,-0.189909912036728,1.6010079005138635,3.7790215767808837
0.7872340425531914,-0.9148936170212766,-0.16373507097353698,1.2264440788938802,3.1042672006061687
0.8297872340425532,-0.9148936170212766,-0.13463837368986734,0.8299943336310357,2.3741171026951813
0.8723404255319149,-0.9148936170212766,-0.1031390514380596,0.418733319821613,1.6016008288427173
0.9148936170212765,-0.9148936170212766,-0.06979921036993053,1.6653345369377348e-15,0.8005039502569352
0.9574468085106382,-0.9148936170212766,-0.03521380073917573,-0.4187333198216144,-0.014877940285481284
-0.9574468085106383,-0.8723404255319149,0.052033797897118636,-1.6010079005138629,-1.9865146839552774
-0.9148936170212766,-0.8723404255319149,0.1031390514380596,-1.9470016982205955,-2.711135887420087
-0.8723404255319149,-0.8723404255319149,0.15240378616267874,-2.258251204497254,-3.3873768067458805
-0.8297872340425532,-0.8723404255319149,0.19894887171271247,-2.5292021645306964,-4.0031699067068525
-0.7872340425531915,-0.8723404255319149,0.24194370993384628,-2.7550194520201754,-4.547526344845781
-0.7446808510638299,-0.8723404255319149,0.2806210569194579,-2.9316733521207325,-5.010732067628039
-0.7021276595744681,-0.8723404255319149,0.3142907144963054,-3.056011471800064,-5.384521157957028
-0.6595744680851063,-0.8723404255319149,0.3423518468272812,-3.125814994366868,-5.6622233406606
-0.6170212765957447,-0.8723404255319149,0.3643037023411583,-3.139838274307263,-5.8388830137095225
-0.574468085106383,-0.8723404255319149,0.37975454965624245,-3.0978310658584953,-5.911347681053091
