x0,x1,source
-0.9333333333333333,-0.9333333333333333,-17.606028472816835
-0.8666666666666667,-0.9333333333333333,-15.134729288038983
-0.8,-0.9333333333333333,-12.00196980888514
-0.7333333333333334,-0.9333333333333333,-8.344666657242168
-0.6666666666666667,-0.9333333333333333,-4.32266153052448
-0.6,-0.9333333333333333,-0.11173535249151012
-0.5333333333333333,-0.9333333333333333,4.104074196611045
-0.4666666666666667,-0.9333333333333333,8.140516009788733
-0.4,-0.9333333333333333,11.821178210808927
-0.33333333333333337,-0.9333333333333333,14.985198199710247
-0.2666666666666667,-0.9333333333333333,17.494293120325324
-0.19999999999999996,-0.9333333333333333,19.238803484650024
-0.1333333333333333,-0.9333333333333333,20.142485818673876
-0.06666666666666665,-0.9333333333333333,20.165844868051092
0.0,-0.9333333333333333,19.30785973023473
0.06666666666666665,-0.9333333333333333,17.606028472816835
0.1333333333333333,-0.9333333333333333,15.134729288038983
0.19999999999999996,-0.9333333333333333,12.001969808885143
0.2666666666666666,-0.9333333333333333,8.34466665724217
0.33333333333333326,-0.9333333333333333,4.322661530524487
0.3999999999999999,-0.9333333333333333,0.11173535249151811
0.46666666666666656,-0.9333333333333333,-4.104074196611033
0.5333333333333332,-0.9333333333333333,-8.14051600978873
0.6000000000000001,-0.9333333333333333,-11.821178210808927
0.6666666666666667,-0.9333333333333333,-14.98519819971025
0.7333333333333334,-0.9333333333333333,-17.494293120325324
0.8,-0.9333333333333333,-19.238803484650024
0.8666666666666667,-0.9333333333333333,-20.142485818673876
0.9333333333333333,-0.9333333333333333,-20.165844868051092
-0.9333333333333333,-0.8666666666666667,-15.134729288038983
-0.8666666666666667,-0.8666666666666667,-11.57533374301277
-0.8,-0.8666666666666667,-7.510040568803016
-0.7333333333333334,-0.8666666666666667,-3.1165225845636684
-0.6666666666666667,-0.8666666666666667,1.413202391355675
-0.6,-0.8666666666666667,5.881163641475337
-0.5333333333333333,-0.8666666666666667,10.092089819508303
-0.4666666666666667,-0.8666666666666667,13.861943245208884
-0.4,-0.8666666666666667,17.02596323411021
-0.33333333333333337,-0.8666666666666667,19.44586693004489
-0.2666666666666667,-0.8666666666666667,21.015892929514315
-0.19999999999999996,-0.8666666666666667,21.66742356252107
-0.1333333333333333,-0.8666666666666667,21.371983814011905
-0.06666666666666665,-0.8666666666666667,20.142485818673876
0.0,-0.8666666666666667,18.03266453868921
0.06666666666666665,-0.8666666666666667,15.134729288038983
0.1333333333333333,-0.8666666666666667,11.57533374301277
0.19999999999999996,-0.8666666666666667,7.510040568803022
0.2666666666666666,-0.8666666666666667,3.116522584563672
0.33333333333333326,-0.8666666666666667,-1.4132023913556697
0.3999999999999999,-0.8666666666666667,-5.881163641475329
0.46666666666666656,-0.8666666666666667,-10.092089819508292
0.5333333333333332,-0.8666666666666667,-13.86194324520888
0.6000000000000001,-0.8666666666666667,-17.02596323411021
0.6666666666666667,-0.8666666666666667,-19.44586693004489
0.7333333333333334,-0.8666666666666667,-21.01589292951432
0.8,-0.8666666666666667,-21.66742356252107
0.8666666666666667,-0.8666666666666667,-21.371983814011905
0.9333333333333333,-0.8666666666666667,-20.142485818673876
-0.9333333333333333,-0.8,-12.00196980888514
-0.8666666666666667,-0.8,-7.5100405688030145
-0.8,-0.8,-2.6898865186912797
