x0,x1,u,source
0.8500000000000001,0.05,1.3500165178010998e-05,0.0
0.875,0.05,9.860556975620468e-06,0.0
0.9,0.05,7.2021773502316835e-06,0.0
0.925,0.05,5.260489718018826e-06,0.0
0.9500000000000001,0.05,3.842275846274681e-06,0.0
0.9750000000000001,0.05,2.806408617870234e-06,0.0
0.025,0.07500000000000001,0.5909081897955486,0.0
0.05,0.07500000000000001,0.43160093198935257,0.0
0.07500000000000001,0.07500000000000001,0.31524248218412654,0.0
0.1,0.07500000000000001,0.23025395732014076,0.0
0.125,0.07500000000000001,0.16817811005123082,0.0
0.15000000000000002,0.07500000000000001,0.12283774415689423,0.0
0.17500000000000002,0.07500000000000001,0.08972101889454062,0.0
0.2,0.07500000000000001,0.06553247364419885,0.0
0.225,0.07500000000000001,0.047865095100797284,0.0
0.25,0.07500000000000001,0.03496079426892168,0.0
0.275,0.07500000000000001,0.02553545821521845,0.0
0.30000000000000004,0.07500000000000001,0.0186511673975558,0.0
0.325,0.07500000000000001,0.013622862858373528,0.0
0.35000000000000003,0.07500000000000001,0.009950175691542669,0.0
0.375,0.07500000000000001,0.0072676351015095834,0.0
0.4,0.07500000000000001,0.005308300235702197,0.0
0.42500000000000004,0.07500000000000001,0.003877196777051041,0.0
0.45,0.07500000000000001,0.0028319149596832184,0.0
0.47500000000000003,0.07500000000000001,0.0020684383073735395,0.0
0.5,0.07500000000000001,0.001510792905973739,0.0
0.525,0.07500000000000001,0.0011034872041404222,0.0
0.55,0.07500000000000001,0.0008059900234419099,0.0
0.5750000000000001,0.07500000000000001,0.0005886972820803319,0.0
0.6000000000000001,0.07500000000000001,0.00042998607904449804,0.0
0.625,0.07500000000000001,0.00031406298924755734,0.0
0.65,0.07500000000000001,0.00022939245250519773,0.0
0.675,0.07500000000000001,0.00016754886461604505,0.0
0.7000000000000001,0.07500000000000001,0.0001223781415977045,0.0
0.7250000000000001,0.07500000000000001,8.938532394849541e-05,0.0
0.75,0.07500000000000001,6.528728115223611e-05,0.0
0.775,0.07500000000000001,4.7686005844842775e-05,0.0
0.8,0.07500000000000001,3.482998699443461e-05,0.0
0.8250000000000001,0.07500000000000001,2.543991622992437e-05,0.0
0.8500000000000001,0.07500000000000001,1.858138327438884e-05,0.0
0.875,0.07500000000000001,1.3571892347019928e-05,0.0
0.9,0.07500000000000001,9.912946692885874e-06,0.0
0.925,0.07500000000000001,7.2404429407056145e-06,0.0
0.9500000000000001,0.07500000000000001,5.28843900827555e-06,0.0
0.9750000000000001,0.07500000000000001,3.862690083091085e-06,0.0
0.025,0.1,0.6946542388413303,0.0
0.05,0.1,0.5073773253980562,0.0
0.07500000000000001,0.1,0.3705897638478045,0.0
0.1,0.1,0.27067976078951855,0.0
0.125,0.1,0.19770522569306803,0.0
0.15000000000000002,0.1,0.14440442888059668,0.0
0.17500000000000002,0.1,0.1054733834537306,0.0
0.2,0.1,0.07703804310861052,0.0
0.225,0.1,0.05626879399965069,0.0
0.25,0.1,0.041098878559406755,0.0
0.275,0.1,0.030018731498872162,0.0
0.30000000000000004,0.1,0.02192576226864297,0.0
0.325,0.1,0.01601463576430969,0.0
0.35000000000000003,0.1,0.01169713305841568,0.0
0.375,0.1,0.008543617463420887,0.0
0.4,0.1,0.00624028118657282,0.0
0.42500000000000004,0.1,0.004557918171573019,0.0
0.45,0.1,0.0033291156980964584,0.0
0.47500000000000003,0.1,0.002431595064701944,0.0
0.5,0.1,0.0017760435787989054,0.0
0.525,0.1,0.0012972270093743877,0.0
0.55,0.1,0.0009474980985480386,0.0
0.5750000000000001,0.1,0.0006920551609429622,0.0
0.6000000000000001,0.1,0.0005054789519068431,0.0
0.625,0.1,0.0003692031867412075,0.0
0.65,0.1,0.0002696670011395136,0.0
0.675,0.1,0.0001969655033193189,0.0
0.7000000000000001,0.1,0.00014386413366818148,0.0
0.7250000000000001,0.1,0.00010507875037662162,0.0
0.75,0.1,7.674980204711345e-05,0.0
0.775,0.1,5.6058261952662514e-05,0.0
0.8,0.1,4.0945105385734605e-05,0.0
0.8250000000000001,0.1,2.990641515901095e-05,0.0
0.8500000000000001,0.1,2.1843726111759567e-05,0.0
0.875,0.1,1.5954716334558785e-05,0.0
0.9,0.1,1.165336774567952e-05,0.0
0.925,0.1,8.51165116122381e-06,0.0
0.9500000000000001,0.1,6.2169329134252e-06,0.0
0.9750000000000001,0.1,4.5408645300346545e-06,0.0
0.025,0.125,0.7304026910486456,0.0
0.05,0.125,0.5334880910911033,0.0
0.07500000000000001,0.125,0.38966113737534674,0.0
0.1,0.125,0.2846095433360293,0.0
0.125,0.125,0.20787957635076193,0.0
0.15000000000000002,0.125,0.15183580198064886,0.0
0.17500000000000002,0.125,0.11090127836419524,0.0
0.2,0.125,0.08100259215794314,0.0
0.225,0.125,0.059164511294077585,0.0
0.25,0.125,0.04321391826377226,0.0
0.275,0.125,0.03156356219061546,0.0
0.30000000000000004,0.125,0.023054110763106813,0.0
0.325,0.125,0.01683878454110677,0.0
0.35000000000000003,0.125,0.012299093542812717,0.0
0.375,0.125,0.008983291021129429,0.0
0.4,0.125,0.006561419936306071,0.0
0.42500000000000004,0.125,0.004792478778578183,0.0
0.45,0.125,0.003500439396667034,0.0
0.47500000000000003,0.125,0.002556730355178299,0.0
0.5,0.125,0.0018674427317079893,0.0
0.525,0.125,0.0013639851966187493,0.0
0.55,0.125,0.0009962584581608496,0.0
0.5750000000000001,0.125,0.000727669858820659,0.0
0.6000000000000001,0.125,0.0005314920230775974,0.0
0.625,0.125,0.00038820320392676637,0.0
0.65,0.125,0.0002835446648218163,0.0
0.675,0.125,0.00020710178621834087,0.0
0.7000000000000001,0.125,0.0001512677019748575,0.0
0.7250000000000001,0.125,0.00011048633659118023,0.0
0.75,0.125,8.069951757030463e-05,0.0
0.775,0.125,5.894314479967796e-05,0.0
0.8,0.125,4.305223158055476e-05,0.0
0.8250000000000001,0.125,3.144546580208669e-05,0.0
0.8500000000000001,0.125,2.2967852843122233e-05,0.0
0.875,0.125,1.6775781524225795e-05,0.0
0.9,0.125,1.225307596973867e-05,0.0
0.925,0.125,8.949679661920618e-06,0.0
0.9500000000000001,0.125,6.536870109090152e-06,0.0
0.9750000000000001,0.125,4.774547518714892e-06,0.0
0.025,0.15000000000000002,0.6946542388413303,0.0
0.05,0.15000000000000002,0.5073773253980562,0.0
0.07500000000000001,0.15000000000000002,0.3705897638478045,0.0
0.1,0.15000000000000002,0.27067976078951855,0.0
0.125,0.15000000000000002,0.19770522569306803,0.0
0.15000000000000002,0.15000000000000002,0.14440442888059668,0.0
0.17500000000000002,0.15000000000000002,0.1054733834537306,0.0
0.2,0.15000000000000002,0.07703804310861052,0.0
0.225,0.15000000000000002,0.05626879399965069,0.0
0.25,0.15000000000000002,0.041098878559406755,0.0
0.275,0.15000000000000002,0.030018731498872162,0.0
0.30000000000000004,0.15000000000000002,0.02192576226864297,0.0
0.325,0.15000000000000002,0.01601463576430969,0.0
0.35000000000000003,0.15000000000000002,0.01169713305841568,0.0
0.375,0.15000000000000002,0.008543617463420887,0.0
0.4,0.15000000000000002,0.00624028118657282,0.0
0.42500000000000004,0.15000000000000002,0.004557918171573019,0.0
0.45,0.15000000000000002,0.0033291156980964584,0.0
0.47500000000000003,0.15000000000000002,0.002431595064701944,0.0
0.5,0.15000000000000002,0.0017760435787989054,0.0
0.525,0.15000000000000002,0.0012972270093743877,0.0
0.55,0.15000000000000002,0.0009474980985480386,0.0
0.5750000000000001,0.15000000000000002,0.0006920551609429622,0.0
0.6000000000000001,0.15000000000000002,0.0005054789519068431,0.0
0.625,0.15000000000000002,0.0003692031867412075,0.0
0.65,0.15000000000000002,0.0002696670011395136,0.0
0.675,0.15000000000000002,0.0001969655033193189,0.0
0.7000000000000001,0.15000000000000002,0.00014386413366818148,0.0
0.7250000000000001,0.15000000000000002,0.00010507875037662162,0.0
0.75,0.15000000000000002,7.674980204711345e-05,0.0
0.775,0.15000000000000002,5.6058261952662514e-05,0.0
0.8,0.15000000000000002,4.0945105385734605e-05,0.0
0.8250000000000001,0.15000000000000002,2.990641515901095e-05,0.0
0.8500000000000001,0.15000000000000002,2.1843726111759567e-05,0.0
0.875,0.15000000000000002,1.5954716334558785e-05,0.0
0.9,0.15000000000000002,1.165336774567952e-05,0.0
0.925,0.15000000000000002,8.51165116122381e-06,0.0
0.9500000000000001,0.15000000000000002,6.2169329134252e-06,0.0
0.9750000000000001,0.15000000000000002,4.5408645300346545e-06,0.0
0.025,0.17500000000000002,0.5909081897955486,0.0
0.05,0.17500000000000002,0.43160093198935257,0.0
0.07500000000000001,0.17500000000000002,0.31524248218412654,0.0
0.1,0.17500000000000002,0.23025395732014076,0.0
0.125,0.17500000000000002,0.16817811005123082,0.0
0.15000000000000002,0.17500000000000002,0.12283774415689423,0.0
0.17500000000000002,0.17500000000000002,0.08972101889454062,0.0
0.2,0.17500000000000002,0.06553247364419885,0.0
0.225,0.17500000000000002,0.047865095100797284,0.0
0.25,0.17500000000000002,0.03496079426892168,0.0
0.275,0.17500000000000002,0.02553545821521845,0.0
0.30000000000000004,0.17500000000000002,0.0186511673975558,0.0
0.325,0.17500000000000002,0.013622862858373528,0.0
0.35000000000000003,0.17500000000000002,0.009950175691542669,0.0
0.375,0.17500000000000002,0.0072676351015095834,0.0
0.4,0.17500000000000002,0.005308300235702197,0.0
0.42500000000000004,0.17500000000000002,0.003877196777051041,0.0
0.45,0.17500000000000002,0.0028319149596832184,0.0
0.47500000000000003,0.17500000000000002,0.0020684383073735395,0.0
0.5,0.17500000000000002,0.001510792905973739,0.0
0.525,0.17500000000000002,0.0011034872041404222,0.0
0.55,0.17500000000000002,0.0008059900234419099,0.0
0.5750000000000001,0.17500000000000002,0.0005886972820803319,0.0
0.6000000000000001,0.17500000000000002,0.00042998607904449804,0.0
0.625,0.17500000000000002,0.00031406298924755734,0.0
0.65,0.17500000000000002,0.00022939245250519773,0.0
0.675,0.17500000000000002,0.00016754886461604505,0.0
0.7000000000000001,0.17500000000000002,0.0001223781415977045,0.0
0.7250000000000001,0.17500000000000002,8.938532394849541e-05,0.0
0.75,0.17500000000000002,6.528728115223611e-05,0.0
0.775,0.17500000000000002,4.7686005844842775e-05,0.0
0.8,0.17500000000000002,3.482998699443461e-05,0.0
0.8250000000000001,0.17500000000000002,2.543991622992437e-05,0.0
0.8500000000000001,0.17500000000000002,1.858138327438884e-05,0.0
0.875,0.17500000000000002,1.3571892347019928e-05,0.0
0.9,0.17500000000000002,9.912946692885874e-06,0.0
0.925,0.17500000000000002,7.2404429407056145e-06,0.0
0.9500000000000001,0.17500000000000002,5.28843900827555e-06,0.0
0.9750000000000001,0.17500000000000002,3.862690083091085e-06,0.0
0.025,0.2,0.42931993003312957,0.0
0.05,0.2,0.3135764322170141,0.0
0.07500000000000001,0.2,0.22903706994074027,0.0
0.1,0.2,0.16728929223461356,0.0
0.125,0.2,0.12218854923178506,0.0
0.15000000000000002,0.2,0.0892468451742257,0.0
0.17500000000000002,0.2,0.06518613588285631,0.0
0.2,0.2,0.047612129067900924,0.0
0.225,0.2,0.034776027197750276,0.0
0.25,0.2,0.025400503849217694,0.0
0.275,0.2,0.018552596365460076,0.0
0.30000000000000004,0.2,0.013550866311271361,0.0
0.325,0.2,0.009897589219793041,0.0
0.35000000000000003,0.2,0.007229225801030902,0.0
0.375,0.2,0.005280245979271271,0.0
0.4,0.2,0.0038567058726585277,0.0
0.42500000000000004,0.2,0.0028169483479729015,0.0
0.45,0.2,0.0020575066539044455,0.0
0.47500000000000003,0.2,0.0015028083968623013,0.0
0.5,0.2,0.001097655297198726,0.0
0.525,0.2,0.0008017303829177503,0.0
0.55,0.2,0.0005855860291785854,0.0
0.5750000000000001,0.2,0.00042771361155252946,0.0
0.6000000000000001,0.2,0.0003124031728761026,0.0
0.625,0.2,0.0002281801181608408,0.0
0.65,0.2,0.00016666337234847605,0.0
0.675,0.2,0.00012173137566256935,0.0
0.7000000000000001,0.2,8.891292436899426e-05,0.0
0.7250000000000001,0.2,6.494223922811799e-05,0.0
0.75,0.2,4.743398629494238e-05,0.0
0.775,0.2,3.464591123699049e-05,0.0
0.8,0.2,2.5305466801330364e-05,0.0
0.8250000000000001,0.2,1.8483181049933864e-05,0.0
0.8500000000000001,0.2,1.3500165178011e-05,0.0
0.875,0.2,9.86055697562047e-06,0.0
0.9,0.2,7.202177350231685e-06,0.0
0.925,0.2,5.260489718018827e-06,0.0
0.9500000000000001,0.2,3.842275846274682e-06,0.0
0.9750000000000001,0.2,2.806408617870235e-06,0.0
0.025,0.225,0.22570684427122584,0.0
0.05,0.225,0.16485688644380095,0.0
0.07500000000000001,0.225,0.12041191349645318,0.0
0.1,0.225,0.08794918565212614,0.0
0.125,0.225,0.06423832187584987,0.0
0.15000000000000002,0.225,0.04691984316656981,0.0
0.17500000000000002,0.225,0.034270379712443004,0.0
0.2,0.225,0.025031177565227283,0.0
0.225,0.225,0.01828283945375849,0.0
0.25,0.225,0.013353835137035553,0.0
0.275,0.225,0.009753677119910723,0.0
0.30000000000000004,0.225,0.007124112016002395,0.0
0.325,0.225,0.005203470587820143,0.0
0.35000000000000003,0.225,0.003800628920136311,0.0
0.375,0.225,0.0027759895909448694,0.0
0.4,0.225,0.0020275902675491613,0.0
0.42500000000000004,0.225,0.0014809573877619497,0.0
0.45,0.225,0.0010816952613497016,0.0
0.47500000000000003,0.225,0.00079007312978439,0.0
0.5,0.225,0.0005770715401197444,0.0
0.525,0.225,0.0004214946058310477,0.0
0.55,0.225,0.00030786079436148514,0.0
0.5750000000000001,0.225,0.00022486235267000243,0.0
0.6000000000000001,0.225,0.0001642400675056994,0.0
0.625,0.225,0.00011996138728417416,0.0
0.65,0.225,8.762012009428958e-05,0.0
0.675,0.225,6.399797150687463e-05,0.0
0.7000000000000001,0.225,4.674429061027577e-05,0.0
0.7250000000000001,0.225,3.41421556529053e-05,0.0
0.75,0.225,2.4937522367083805e-05,0.0
0.775,0.225,1.8214433445003802e-05,0.0
0.8,0.225,1.3303871204157228e-05,0.0
0.8250000000000001,0.225,9.717183328881027e-06,0.0
0.8500000000000001,0.225,7.097456852827725e-06,0.0
0.875,0.225,5.1840015849070305e-06,0.0
0.9,0.225,3.786408708016539e-06,0.0
0.925,0.225,2.7656031097453056e-06,0.0
0.9500000000000001,0.225,2.020003953730474e-06,0.0
0.9750000000000001,0.225,1.4754163237336393e-06,0.0
0.025,0.25,8.94485317681337e-17,0.0
0.05,0.25,6.533344831379512e-17,0.0
0.07500000000000001,0.25,4.7719726463883545e-17,0.0
0.1,0.25,3.4854616625325816e-17,0.0
0.125,0.25,2.545790577860684e-17,0.0
0.15000000000000002,0.25,1.85945228891573e-17,0.0
0.17500000000000002,0.25,1.3581489557006131e-17,0.0
0.2,0.25,9.919956520886356e-18,0.0
0.225,0.25,7.245562937940954e-18,0.0
0.25,0.25,5.292178668034404e-18,0.0
0.275,0.25,3.865421540642564e-18,0.0
0.30000000000000004,0.25,2.8233142953227305e-18,0.0
0.325,0.25,2.062156358979834e-18,0.0
0.35000000000000003,0.25,1.5062045539619474e-18,0.0
0.375,0.25,1.1001358594835313e-18,0.0
0.4,0.25,8.035421922858859e-19,0.0
0.42500000000000004,0.25,5.869093796167389e-19,0.0
0.45,0.25,4.2868019027375755e-19,0.0
0.47500000000000003,0.25,3.1310916457519797e-19,0.0
0.5,0.25,2.2869577639771785e-19,0.0
0.525,0.25,1.6704001051235246e-19,0.0
0.55,0.25,1.2200647319101618e-19,0.0
0.5750000000000001,0.25,8.911385634407264e-20,0.0
0.6000000000000001,0.25,6.508900048343309e-20,0.0
0.625,0.25,4.7541181110766163e-20,0.0
0.65,0.25,3.4724206618934645e-20,0.0
0.675,0.25,2.5362653958999058e-20,0.0
0.7000000000000001,0.25,1.8524950703788498e-20,0.0
0.7250000000000001,0.25,1.3530673845590596e-20,0.0
0.75,0.25,9.882840588520915e-21,0.0
0.775,0.25,7.218453361060458e-21,0.0
0.8,0.25,5.272377760127698e-21,0.0
0.8250000000000001,0.25,3.850958904222302e-21,0.0
0.8500000000000001,0.25,2.812750746761708e-21,0.0
0.875,0.25,2.0544407146838428e-21,0.0
0.9,0.25,1.5005690266049812e-21,0.0
0.925,0.25,1.0960196551365251e-21,0.0
0.9500000000000001,0.25,8.005357055539265e-22,0.0
0.9750000000000001,0.25,5.8471343361711295e-22,0.0
0.025,0.275,-0.225706844271226,0.0
0.05,0.275,-0.16485688644380106,0.0
0.07500000000000001,0.275,-0.12041191349645326,0.0
0.1,0.275,-0.0879491856521262,0.0
0.125,0.275,-0.06423832187584992,0.0
0.15000000000000002,0.275,-0.046919843166569844,0.0
0.17500000000000002,0.275,-0.03427037971244303,0.0
0.2,0.275,-0.0250311775652273,0.0
0.225,0.275,-0.018282839453758505,0.0
0.25,0.275,-0.013353835137035563,0.0
0.275,0.275,-0.00975367711991073,0.0
0.30000000000000004,0.275,-0.0071241120160024,0.0
0.325,0.275,-0.0052034705878201476,0.0
0.35000000000000003,0.275,-0.0038006289201363134,0.0
0.375,0.275,-0.002775989590944871,0.0
0.4,0.275,-0.002027590267549163,0.0
0.42500000000000004,0.275,-0.0014809573877619508,0.0
0.45,0.275,-0.0010816952613497022,0.0
0.47500000000000003,0.275,-0.0007900731297843906,0.0
0.5,0.275,-0.0005770715401197448,0.0
0.525,0.275,-0.00042149460583104805,0.0
0.55,0.275,-0.00030786079436148536,0.0
0.5750000000000001,0.275,-0.0002248623526700026,0.0
0.6000000000000001,0.275,-0.0001642400675056995,0.0
0.625,0.275,-0.00011996138728417425,0.0
0.65,0.275,-8.762012009428965e-05,0.0
0.675,0.275,-6.399797150687467e-05,0.0
0.7000000000000001,0.275,-4.6744290610275805e-05,0.0
0.7250000000000001,0.275,-3.4142155652905325e-05,0.0
0.75,0.275,-2.493752236708382e-05,0.0
0.775,0.275,-1.8214433445003812e-05,0.0
0.8,0.275,-1.3303871204157238e-05,0.0
0.8250000000000001,0.275,-9.717183328881034e-06,0.0
0.8500000000000001,0.275,-7.09745685282773e-06,0.0
0.875,0.275,-5.184001584907035e-06,0.0
0.9,0.275,-3.786408708016542e-06,0.0
0.925,0.275,-2.7656031097453077e-06,0.0
0.9500000000000001,0.275,-2.0200039537304757e-06,0.0
0.9750000000000001,0.275,-1.4754163237336403e-06,0.0
0.025,0.30000000000000004,-0.4293199300331296,0.0
0.05,0.30000000000000004,-0.31357643221701414,0.0
0.07500000000000001,0.30000000000000004,-0.2290370699407403,0.0
0.1,0.30000000000000004,-0.1672892922346136,0.0
0.125,0.30000000000000004,-0.12218854923178508,0.0
0.15000000000000002,0.30000000000000004,-0.08924684517422572,0.0
0.17500000000000002,0.30000000000000004,-0.06518613588285631,0.0
0.2,0.30000000000000004,-0.04761212906790093,0.0
0.225,0.30000000000000004,-0.03477602719775028,0.0
0.25,0.30000000000000004,-0.025400503849217698,0.0
0.275,0.30000000000000004,-0.01855259636546008,0.0
0.30000000000000004,0.30000000000000004,-0.013550866311271363,0.0
0.325,0.30000000000000004,-0.009897589219793043,0.0
0.35000000000000003,0.30000000000000004,-0.007229225801030903,0.0
0.375,0.30000000000000004,-0.005280245979271272,0.0
0.4,0.30000000000000004,-0.003856705872658528,0.0
0.42500000000000004,0.30000000000000004,-0.002816948347972902,0.0
0.45,0.30000000000000004,-0.002057506653904446,0.0
0.47500000000000003,0.30000000000000004,-0.0015028083968623017,0.0
0.5,0.30000000000000004,-0.001097655297198726,0.0
0.525,0.30000000000000004,-0.0008017303829177504,0.0
0.55,0.30000000000000004,-0.0005855860291785855,0.0
0.5750000000000001,0.30000000000000004,-0.0004277136115525295,0.0
0.6000000000000001,0.30000000000000004,-0.00031240317287610264,0.0
0.625,0.30000000000000004,-0.00022818011816084084,0.0
0.65,0.30000000000000004,-0.00016666337234847608,0.0
0.675,0.30000000000000004,-0.00012173137566256937,0.0
0.7000000000000001,0.30000000000000004,-8.891292436899428e-05,0.0
0.7250000000000001,0.30000000000000004,-6.4942239228118e-05,0.0
0.75,0.30000000000000004,-4.743398629494239e-05,0.0
0.775,0.30000000000000004,-3.46459112369905e-05,0.0
0.8,0.30000000000000004,-2.530546680133037e-05,0.0
0.8250000000000001,0.30000000000000004,-1.8483181049933867e-05,0.0
0.8500000000000001,0.30000000000000004,-1.3500165178011003e-05,0.0
0.875,0.30000000000000004,-9.860556975620472e-06,0.0
0.9,0.30000000000000004,-7.202177350231687e-06,0.0
0.925,0.30000000000000004,-5.260489718018828e-06,0.0
0.9500000000000001,0.30000000000000004,-3.842275846274683e-06,0.0
0.9750000000000001,0.30000000000000004,-2.8064086178702355e-06,0.0
0.025,0.325,-0.5909081897955486,0.0
0.05,0.325,-0.4316009319893525,0.0
0.07500000000000001,0.325,-0.3152424821841265,0.0
0.1,0.325,-0.23025395732014073,0.0
0.125,0.325,-0.1681781100512308,0.0
0.15000000000000002,0.325,-0.12283774415689422,0.0
0.17500000000000002,0.325,-0.08972101889454061,0.0
0.2,0.325,-0.06553247364419884,0.0
0.225,0.325,-0.04786509510079728,0.0
0.25,0.325,-0.03496079426892167,0.0
0.275,0.325,-0.025535458215218448,0.0
0.30000000000000004,0.325,-0.018651167397555797,0.0
0.325,0.325,-0.013622862858373526,0.0
0.35000000000000003,0.325,-0.009950175691542667,0.0
0.375,0.325,-0.007267635101509583,0.0
0.4,0.325,-0.005308300235702196,0.0
0.42500000000000004,0.325,-0.0038771967770510406,0.0
0.45,0.325,-0.002831914959683218,0.0
0.47500000000000003,0.325,-0.002068438307373539,0.0
0.5,0.325,-0.0015107929059737387,0.0
0.525,0.325,-0.0011034872041404222,0.0
0.55,0.325,-0.0008059900234419098,0.0
0.5750000000000001,0.325,-0.0005886972820803319,0.0
0.6000000000000001,0.325,-0.000429986079044498,0.0
0.625,0.325,-0.0003140629892475573,0.0
0.65,0.325,-0.00022939245250519768,0.0
0.675,0.325,-0.00016754886461604502,0.0
0.7000000000000001,0.325,-0.00012237814159770448,0.0
0.7250000000000001,0.325,-8.93853239484954e-05,0.0
0.75,0.325,-6.528728115223611e-05,0.0
0.775,0.325,-4.768600584484277e-05,0.0
0.8,0.325,-3.48299869944346e-05,0.0
0.8250000000000001,0.325,-2.5439916229924367e-05,0.0
0.8500000000000001,0.325,-1.8581383274388837e-05,0.0
0.875,0.325,-1.3571892347019926e-05,0.0
0.9,0.325,-9.912946692885872e-06,0.0
0.925,0.325,-7.240442940705613e-06,0.0
0.9500000000000001,0.325,-5.288439008275549e-06,0.0
0.9750000000000001,0.325,-3.862690083091085e-06,0.0
0.025,0.35000000000000003,-0.6946542388413303,0.0
0.05,0.35000000000000003,-0.5073773253980562,0.0
0.07500000000000001,0.35000000000000003,-0.3705897638478045,0.0
0.1,0.35000000000000003,-0.27067976078951855,0.0
0.125,0.35000000000000003,-0.19770522569306803,0.0
0.15000000000000002,0.35000000000000003,-0.14440442888059668,0.0
0.17500000000000002,0.35000000000000003,-0.1054733834537306,0.0
0.2,0.35000000000000003,-0.07703804310861052,0.0
0.225,0.35000000000000003,-0.05626879399965069,0.0
0.25,0.35000000000000003,-0.041098878559406755,0.0
0.275,0.35000000000000003,-0.030018731498872162,0.0
0.30000000000000004,0.35000000000000003,-0.02192576226864297,0.0
0.325,0.35000000000000003,-0.01601463576430969,0.0
0.35000000000000003,0.35000000000000003,-0.01169713305841568,0.0
0.375,0.35000000000000003,-0.008543617463420887,0.0
0.4,0.35000000000000003,-0.00624028118657282,0.0
0.42500000000000004,0.35000000000000003,-0.004557918171573019,0.0
0.45,0.35000000000000003,-0.0033291156980964584,0.0
0.47500000000000003,0.35000000000000003,-0.002431595064701944,0.0
0.5,0.35000000000000003,-0.0017760435787989054,0.0
0.525,0.35000000000000003,-0.0012972270093743877,0.0
0.55,0.35000000000000003,-0.0009474980985480386,0.0
0.5750000000000001,0.35000000000000003,-0.0006920551609429622,0.0
0.6000000000000001,0.35000000000000003,-0.0005054789519068431,0.0
0.625,0.35000000000000003,-0.0003692031867412075,0.0
0.65,0.35000000000000003,-0.0002696670011395136,0.0
0.675,0.35000000000000003,-0.0001969655033193189,0.0
0.7000000000000001,0.35000000000000003,-0.00014386413366818148,0.0
0.7250000000000001,0.35000000000000003,-0.00010507875037662162,0.0
0.75,0.35000000000000003,-7.674980204711345e-05,0.0
0.775,0.35000000000000003,-5.6058261952662514e-05,0.0
